A2IBPI20UZIR0U,1384719342,5.0,1393545600,0,0
A14VAT5EAX3D9S,1384719342,5.0,1363392000,13,14
A195EZSQDW3E21,1384719342,5.0,1377648000,1,1
A2C00NNG1ZQQG2,1384719342,5.0,1392336000,0,0
A94QU4C90B1AX,1384719342,5.0,1392940800,0,0
A2A039TZMZHH9Y,B00004Y2UT,5.0,1356048000,0,0
A1UPZM995ZAH90,B00004Y2UT,5.0,1390089600,0,0
AJNFQI3YR6XJ5,B00004Y2UT,3.0,1353024000,0,0
A3M1PLEYNDEYO8,B00004Y2UT,5.0,1215302400,0,0
AMNTZU1YQN1TH,B00004Y2UT,5.0,1389139200,0,0
A2NYK9KWFMJV4Y,B00004Y2UT,5.0,1334793600,6,6
A35QFQI0M46LWO,B00005ML71,4.0,1398124800,0,0
A2NIT6BKW11XJQ,B00005ML71,3.0,1384646400,0,0
A1C0O09LOLVI39,B00005ML71,5.0,1371340800,0,0
A17SLR18TUMULM,B00005ML71,5.0,1356912000,0,0
A2PD27UKAD3Q00,B00005ML71,2.0,1376697600,0,0
AKSFZ4G1AXYFC,B000068NSX,4.0,1376352000,0,0
A67OJZLHBBUQ9,B000068NSX,5.0,1373328000,0,0
A2EZWZ8MBEDOLN,B000068NSX,5.0,1363564800,3,3
A1CL807EOUPVP1,B000068NSX,5.0,1375833600,0,0
A1GMWTGXW682GB,B000068NSX,4.0,1331856000,0,0
A2G12DY50U700V,B000068NSX,5.0,1390953600,0,0
A3E0CF25A7LD2,B000068NSX,4.0,1354924800,0,0
A2W3CLAYZLDPTV,B000068NTU,5.0,1341446400,0,0
A398X9POBHK69N,B000068NTU,5.0,1383177600,0,0
AXWB93VKVML6K,B000068NTU,4.0,1372809600,0,0
A2FZ4Z0UFA1OR8,B000068NTU,5.0,1327449600,0,0
AXP9CF1UTFRSU,B000068NTU,5.0,1381795200,0,0
A2CCGGDGZ694CT,B000068NVI,4.0,1341964800,1,1
A27DR1VO079F1V,B000068NVI,5.0,1392768000,0,0
A1LQC225SE8UNI,B000068NVI,5.0,1337990400,0,0
AU9BPT3Y3K6J4,B000068NVI,5.0,1376092800,0,0
A14Z9LAETO21KL,B000068NVI,4.0,1394496000,0,0
A2074KEJGRYJV4,B000068NVI,5.0,1379289600,0,0
A7TRK2GG6BHWD,B000068NVI,5.0,1325808000,0,0
A319B090A2POEB,B000068NVI,4.0,1329004800,0,0
A396ELNTQDFYPO,B000068NVI,4.0,1379289600,0,0
A17CU1D2CWXOHB,B000068NVI,4.0,1387065600,0,0
A1S0HTDO0P4N5V,B000068NVI,5.0,1379376000,0,0
A3DWQW2L39RB1S,B000068NVI,4.0,1355443200,0,0
AQQ91U1U4YKDF,B000068NVI,5.0,1372464000,0,0
AA5TINW2RJ195,B000068NW5,5.0,1405382400,0,0
ABC68JUCPTVOE,B000068NW5,5.0,1333152000,0,0
A3W2E6S24BTXXK,B000068NW5,5.0,1401235200,0,0
A3872Y2XH0YDX1,B000068NW5,5.0,1363132800,0,0
A398X9POBHK69N,B000068NW5,4.0,1388966400,0,0
A13A81NN0NRD1S,B000068NW5,4.0,1290038400,12,13
A1EUO0BU72JR7T,B000068NW5,5.0,1372291200,0,0
A1H4WSC8JWS59N,B000068NW5,5.0,1359504000,0,0
A3OXHLG6DIBRW8,B000068NW5,5.0,1346803200,0,1
A12ABV9NU02O29,B000068NW5,2.0,1309910400,2,2
A2U1Z3TZ4P76JB,B000068NW5,5.0,1393977600,0,0
A1L7M2JXN4EZCR,B000068NW5,1.0,1391904000,0,0
A37A41GWQFMK3D,B000068NW5,4.0,1370649600,0,0
A2JK2ITE138P7Z,B000068NW5,5.0,1399939200,0,0
A1DVUFG2QSJ6IK,B000068NW5,5.0,1381190400,0,0
A34VZEFXQJJ7AT,B000068NW5,5.0,1374710400,0,0
A1SD1C8XK3Z3V1,B000068NW5,5.0,1392163200,0,0
AKHWZ3S1UVZAO,B000068NW5,4.0,1397779200,0,0
A3LNNEYLGGCO25,B000068NW5,3.0,1404518400,0,0
AMACM7BGUQCZD,B000068NW5,5.0,1390521600,0,0
A38HMS5RYSYF8G,B000068NW5,5.0,1389571200,0,0
A6D91KPQGIDKZ,B000068NW5,5.0,1343001600,0,0
A2RCCN4KEXZGC8,B000068NW5,5.0,1377388800,0,0
A3GAP455S8YH0M,B000068NW5,5.0,1373068800,0,0
A1N06X05VZWO5Y,B000068NW5,5.0,1391385600,0,0
A3TA1UJWRJF9NC,B000068NW5,5.0,1293580800,3,3
A3VPISTBNS66C5,B000068NW5,4.0,1359072000,0,0
A1E5FQZTUM8OC1,B000068NW5,5.0,1373846400,0,0
A3MYWHYZ30WLQJ,B000068NW5,5.0,1377734400,0,0
A1FHOW9NVOH8XR,B000068NW5,5.0,1359936000,0,0
A319B090A2POEB,B000068NW5,3.0,1329004800,0,0
A2VH0UT5EQFB6P,B000068NW5,5.0,1389830400,0,0
A396ELNTQDFYPO,B000068NW5,4.0,1358726400,0,0
A2WYAHJGST6AOT,B000068NW5,3.0,1393372800,0,1
A781ITP3HE2N5,B000068NW5,5.0,1380844800,0,0
AN73VQ17FZVJ8,B000068NW5,3.0,1371168000,2,2
ALUTHT4U058KZ,B000068NW5,4.0,1334620800,6,6
A1A15ECLHM9BQY,B000068NW5,5.0,1404950400,0,0
A1S8R9OAIQT7YI,B000068NW5,4.0,1403913600,0,0
A3RHT4KI3H5TVH,B000068NW5,5.0,1379894400,0,0
AVY8D3ULJTX0H,B000068NW5,5.0,1357603200,0,0
A15BHBF0L0HV1F,B000068NW5,5.0,1320192000,0,0
A1AFN4T80DZ3RR,B000068NW5,5.0,1383868800,0,0
A3DCG2MNPR4BW,B000068NW5,5.0,1369180800,0,0
A3NGAQKJ6X088B,B000068NW5,5.0,1402876800,0,0
A35XRT4BW4I6UD,B000068NW5,5.0,1346976000,0,0
AKYDGCKCY7H9F,B000068NW5,5.0,1381363200,0,0
A19NGYCQ1NCF3W,B000068NW5,4.0,1295568000,4,4
A3UD50M7M72150,B000068NW5,1.0,1394755200,0,0
A2B78RXJ2PB6ZD,B000068NW5,5.0,1328313600,0,0
A18RGYRCEN181M,B000068NW5,5.0,1386633600,0,0
A18LZ6VHS4DK69,B000068NW5,5.0,1360886400,0,0
AQG6AQXC703WD,B000068NZC,3.0,1395792000,0,0
A2YGWCX3DQ6ER0,B000068NZC,5.0,1372550400,0,0
A21VM9WVF8EOSJ,B000068NZC,5.0,1323129600,3,3
A3M48SSAOTBSMW,B000068NZC,5.0,1335312000,3,3
AFLRU6952DEFX,B000068NZC,4.0,1396828800,0,0
A1W3CEEQBJ4GTN,B000068NZC,2.0,1379289600,0,0
AXP9CF1UTFRSU,B000068NZC,5.0,1369526400,0,0
A1IR3NR4KRPIJ1,B000068NZG,5.0,1371686400,0,0
A2NYK9KWFMJV4Y,B000068NZG,5.0,1372118400,0,0
A2RS66Y79Q8X0W,B000068NZG,5.0,1400716800,0,0
A34IJACMU8C3IM,B000068NZG,4.0,1229299200,12,12
A2WYF4POBUXL2O,B000068NZG,4.0,1356825600,0,0
A3UPEG3LRWOX16,B000068O1N,4.0,1387929600,0,0
A2QJQ3HSJB4NS,B000068O1N,5.0,1358035200,0,0
A1MVH1WLYDHZ49,B000068O1N,5.0,1384128000,0,0
A2XXBZPQT5EXHV,B000068O1N,5.0,1392595200,0,0
A204ETWOV23HO4,B000068O1N,5.0,1373500800,0,0
A203OCQQ12MAVT,B000068O1N,5.0,1318723200,0,0
A319B090A2POEB,B000068O1N,5.0,1329004800,0,0
A3JUQ2E799OC5B,B000068O1N,5.0,1297728000,0,0
A2PN3GY7I3EKC1,B000068O1N,5.0,1381190400,0,0
A1FCX548TD6DLP,B000068O3D,5.0,1395792000,1,1
A35D9ODUCAMF5G,B000068O3D,5.0,1359158400,0,0
A3UETHIJBL6MCV,B000068O3D,5.0,1329350400,0,0
A2Y8JW5NSY95OL,B000068O3D,5.0,1368230400,0,0
A3FW4THIMBIN6V,B000068O3D,4.0,1346630400,0,0
AT09WGFUM934H,B000068O3D,5.0,1384300800,2,2
A1NAA1R38JSNHV,B000068O3D,5.0,1357257600,0,0
A1F4KCBVDP8S25,B000068O3X,5.0,1327881600,0,0
A4BTCECGQAIUI,B000068O3X,4.0,1375747200,0,0
AROOYR32BS1VL,B000068O3X,4.0,1369440000,1,1
A2F2L5F9OWWVY6,B000068O3X,5.0,1360454400,0,0
A3PL8ENSYWS1PZ,B000068O3X,5.0,1394928000,0,0
A23BIOQUMRC7K5,B000068O3X,5.0,1359504000,0,0
A27DR1VO079F1V,B000068O3X,5.0,1392768000,0,0
A3OZC468867FW8,B000068O3X,4.0,1355875200,0,0
AJ3MI4QT7339J,B000068O3X,5.0,1403913600,0,0
A3OJ0RGAECAGH8,B000068O3X,5.0,1296172800,3,3
A22LLQ00V32YZJ,B000068O3X,4.0,1399334400,0,0
A1N06X05VZWO5Y,B000068O3X,5.0,1392854400,0,0
A2LBHMQ3142G3S,B000068O3X,5.0,1289606400,4,4
AEG2MOBNK5KCA,B000068O3X,5.0,1374192000,0,0
A3V1A3C9DTLPME,B000068O3X,5.0,1336262400,0,0
A3200TEQBFSDRX,B000068O3X,5.0,1398643200,0,0
AFLRU6952DEFX,B000068O3X,5.0,1403568000,0,0
A3HLW3G0TA8GX1,B000068O4H,4.0,1392076800,0,0
A9J03MF2689TS,B000068O4H,5.0,1326240000,4,4
AQFOCVEBDCYU9,B000068O4H,5.0,1375228800,0,0
A3GSBNVP2LPFRB,B000068O4H,5.0,1393545600,0,0
A37U8NH2CD9EDX,B000068O4H,4.0,1363737600,0,0
A1M957IA3QNX7X,B000068O4H,4.0,1363651200,0,0
AEN6KDJ3AJDK6,B000068O4H,2.0,1388361600,0,2
A17CU1D2CWXOHB,B000068O4H,5.0,1397606400,0,0
ALHC64J88LVWO,B000068O4H,5.0,1383436800,0,0
AKDQONDXN72MW,B000068O4H,5.0,1383004800,0,0
A3HLW3G0TA8GX1,B000068O59,4.0,1392076800,0,0
A3M05N9UWHIXUI,B000068O59,5.0,1354320000,1,1
A28P7V9KI7MXP,B000068O59,5.0,1369094400,0,0
A26JHKA8SNXV6P,B000068O59,4.0,1370649600,0,0
A1VHCO8RQFIGQJ,B000068O59,5.0,1362355200,0,0
A2RS66Y79Q8X0W,B000068O59,5.0,1396310400,0,0
A2H5GRB3XXEBX0,B00006LVEU,5.0,1383264000,2,2
A1LS2UXHG1BYRG,B00006LVEU,5.0,1349308800,1,1
A3HCK3UXD6WS4G,B00006LVEU,5.0,1366848000,1,1
A2WT46GVYE1ZDD,B00006LVEU,3.0,1381190400,0,2
A2EZWZ8MBEDOLN,B00006LVEU,5.0,1390867200,1,1
A2BRXREMT5WZJ0,B00006LVEU,5.0,1396483200,1,1
A1L7M2JXN4EZCR,B00006LVEU,4.0,1399593600,0,0
A3EUD541ZM0R0R,B00006LVEU,5.0,1396569600,0,0
AMNTZU1YQN1TH,B00006LVEU,5.0,1389139200,1,1
AXWB93VKVML6K,B00006LVEU,5.0,1371340800,0,0
A19JA9J3BFBKNO,B00006LVEU,3.0,1402358400,0,0
AKYDGCKCY7H9F,B00006LVEU,5.0,1306454400,0,0
AKLDKUON6YY0X,B00006LVEU,5.0,1381363200,0,0
A2SH4497XM1HET,B00006LVEU,5.0,1374278400,0,0
A1LQC225SE8UNI,B00009W40D,5.0,1392595200,0,0
A2QDVOUXE4PYIM,B00009W40D,5.0,1326240000,1,1
A12YXGXV4MATDS,B00009W40D,4.0,1395100800,0,0
A1RHGZOBDC3WQF,B00009W40D,5.0,1393718400,0,0
A6FIAB28IS79,B00009W40D,4.0,1244332800,4,4
A20EZ7E8WUH2GZ,B00009W40D,4.0,1325203200,1,1
A3HLW3G0TA8GX1,B00009W40G,4.0,1392076800,0,1
A1FI4UL6C50NZJ,B00009W40G,4.0,1331424000,0,0
A223S6N0DBQBHP,B00009W40G,5.0,1325894400,0,0
A10KH8EN77ZKWH,B00009W40G,4.0,1330992000,1,1
A34LQ791ACZ0JC,B00009W40G,4.0,1356566400,0,0
A31XY5BETE8DUC,B00009W40G,3.0,1356480000,0,0
A1C92KYEEU1T0G,B0000AQRSR,4.0,1356048000,4,4
A2JN6080LXS12H,B0000AQRSR,4.0,1404345600,0,0
A2EWLWNMF65J5X,B0000AQRSR,5.0,1353369600,0,0
A1K8E597YAFQQG,B0000AQRSR,5.0,1396396800,0,0
A2N4QZ92NBKJZZ,B0000AQRSR,4.0,1386374400,0,0
A3TJMZ2YFNECYN,B0000AQRSS,4.0,1302307200,2,2
A2MR43RDPZX3J,B0000AQRSS,4.0,1401062400,0,0
A3VVKC910FN4EK,B0000AQRSS,5.0,1288051200,1,1
A3IICSS30MRX9M,B0000AQRSS,5.0,1297900800,2,2
A34LQ791ACZ0JC,B0000AQRSS,4.0,1251849600,1,1
A6FIAB28IS79,B0000AQRSS,4.0,1245974400,7,9
A18X6ZT4AEYVKB,B0000AQRSS,5.0,1387756800,1,1
A2LSR40ZH18TPH,B0000AQRST,5.0,1342569600,0,0
A7E0CJH464L82,B0000AQRST,5.0,1380758400,0,0
A2KI91IR3RA7D0,B0000AQRST,5.0,1147651200,73,76
A2DKLC2FJTY9OI,B0000AQRST,5.0,1384387200,0,0
A1MI9FDCNB3CMR,B0000AQRST,5.0,1140912000,15,18
A37AQI4AU3JWSR,B0000AQRST,5.0,1381708800,0,0
A37U8NH2CD9EDX,B0000AQRST,5.0,1363737600,0,0
A319B090A2POEB,B0000AQRST,4.0,1350604800,0,1
A34IJACMU8C3IM,B0000AQRST,4.0,1229126400,9,10
A217QN6PDMKS1A,B0000AQRST,5.0,1381276800,0,0
A32E8LG6I4W2AI,B0000AQRST,4.0,1365811200,0,0
AXABTEYS7A4A8,B0000AQRSU,5.0,1389312000,0,0
A67OJZLHBBUQ9,B0000AQRSU,5.0,1374537600,0,0
A1BN3DBBWLMT6V,B0000AQRSU,5.0,1387152000,0,0
A3AOB0VF6H0IF4,B0000AQRSU,4.0,1327795200,3,4
A3DDZ2SENG07MS,B0000AQRSU,4.0,1325808000,2,2
A2KI91IR3RA7D0,B0000AQRSU,4.0,1147737600,246,259
A18P5I03P4U8AI,B0000AQRSU,5.0,1402358400,0,0
A1AFH79R6W1QOQ,B0000AQRSU,5.0,1360022400,0,0
A18C03TA8N26L4,B0000AQRSU,5.0,1309910400,1,1
AQFOCVEBDCYU9,B0000AQRSU,5.0,1379116800,1,1
A1XXS0OSY2JLHW,B0000AQRSU,5.0,1356393600,0,0
A319B090A2POEB,B0000AQRSU,4.0,1350604800,0,0
AW6A4PPENVZY3,B0000AQRSU,4.0,1396569600,0,0
A34IJACMU8C3IM,B0000AQRSU,4.0,1229126400,5,5
A6FIAB28IS79,B0000AQRSU,5.0,1245110400,19,21
A2INSN8Z69R0FK,B0000AQRSU,4.0,1379203200,0,0
A32E8LG6I4W2AI,B0000AQRSU,4.0,1365811200,0,0
AJK15Q9JOEHRH,B000165DSM,5.0,1305072000,1,1
A1ESUYMIG3TZT0,B000165DSM,5.0,1303257600,0,0
AKSFZ4G1AXYFC,B000165DSM,4.0,1321574400,0,0
A3AOB0VF6H0IF4,B000165DSM,1.0,1359244800,0,0
A27DR1VO079F1V,B000165DSM,1.0,1392768000,0,0
A1L7M2JXN4EZCR,B000165DSM,4.0,1391904000,0,0
A203OCQQ12MAVT,B000165DSM,5.0,1272326400,4,6
A12YXGXV4MATDS,B000165DSM,5.0,1395100800,0,0
AQZ7HGW2FF4ED,B000165DSM,4.0,1290211200,0,0
A3E6FHS8DV037H,B000165DSM,5.0,1362009600,0,0
A3M48SSAOTBSMW,B000165DSM,4.0,1360281600,0,0
A1K45HFFFDNP1A,B000165DSM,4.0,1311811200,6,6
A12N7TJQR2RB9W,B000165DSM,4.0,1279497600,1,1
A2CPP7BZKOF9TP,B000165DSM,5.0,1366502400,0,0
AOINAOO0NQRGN,B000165DSM,4.0,1337558400,0,0
A3DGMJN91IUKGU,B000165DSM,5.0,1362268800,0,0
A3IZF3M92E7SI2,B000165DSM,5.0,1357948800,0,0
A3EU3ET85O8ZFX,B000165DSM,5.0,1325289600,1,2
AJK15Q9JOEHRH,B0001FTVD6,5.0,1334275200,0,0
A2QJQ3HSJB4NS,B0001FTVD6,5.0,1358035200,0,0
A1MVH1WLYDHZ49,B0001FTVD6,4.0,1383523200,0,0
ARID6HRKRWGFW,B0001FTVD6,5.0,1383523200,0,0
A35D9ODUCAMF5G,B0001FTVD6,5.0,1382054400,0,0
A1A64ANBPFSAT4,B0001FTVD6,5.0,1350864000,0,1
A1RHGZOBDC3WQF,B0001FTVD6,5.0,1393718400,0,0
A37AQI4AU3JWSR,B0001FTVD6,5.0,1355788800,0,0
AUK79PXTAOJP9,B0001FTVD6,5.0,1373241600,0,0
A2PN3GY7I3EKC1,B0001FTVD6,5.0,1402963200,0,0
A3CSSZ6U5J4YS5,B0001FTVD6,5.0,1403827200,0,0
A1S0HTDO0P4N5V,B0001FTVD6,5.0,1364860800,0,0
A2605LYSN10W9,B0002BACB4,5.0,1391126400,0,0
A7TRK2GG6BHWD,B0002BACB4,5.0,1358035200,1,1
AGYH5U11ZKPFB,B0002BACB4,5.0,1348099200,0,0
A26HM2R5529NYY,B0002BACB4,5.0,1364083200,1,1
A1K323WRUBGWC9,B0002BACB4,5.0,1313107200,4,4
A17A1KTVI3DG6U,B0002BACB4,5.0,1248134400,3,4
A2Z89YMZZJWBHS,B0002BACB4,5.0,1327449600,0,0
A1ARFA1NCN34UV,B0002CZR3G,5.0,1316563200,2,2
A2EZWZ8MBEDOLN,B0002CZR3G,3.0,1364515200,2,2
AXX6BZDD8K4JL,B0002CZR3G,4.0,1350345600,1,1
A3CR1EV98GQ87X,B0002CZR3G,5.0,1324944000,0,0
A5ZS85C5V40S8,B0002CZR3G,4.0,1174608000,3,3
A3H4FCMNBYS09K,B0002CZR3G,4.0,1370563200,0,0
A14VAT5EAX3D9S,B0002CZSJO,5.0,1364860800,0,0
A2RVY2GDMZHH4,B0002CZSJO,5.0,1356652800,0,0
A109JTUZXO61UY,B0002CZSJO,5.0,1383782400,0,0
A3EZEP0FX5BC1P,B0002CZSJO,4.0,1263859200,2,2
A1SCWHXAB2ZK7N,B0002CZSJO,5.0,1354752000,1,1
AXWI0P2EGDEQT,B0002CZSJO,5.0,1283472000,2,2
A26SN2CVQM4FKM,B0002CZSJO,4.0,1402444800,0,0
A165EMA3YTIM6A,B0002CZSJO,4.0,1325548800,1,1
A1CNDQC2IXGEPN,B0002CZSJO,5.0,1396310400,0,0
A1S7QABO64Z554,B0002CZSJO,5.0,1312243200,1,1
A1BH17V8BKLES,B0002CZSJO,5.0,1388534400,0,0
A1CUB195YB9XKO,B0002CZSJO,5.0,1389657600,0,0
A1JVHQXG7GST9J,B0002CZSJO,5.0,1404000000,0,0
AZJPNK73JF3XP,B0002CZSJO,4.0,1391731200,0,0
A2C7BOQVFH1HLE,B0002CZSJO,5.0,1229644800,3,4
A2IN5BKM9IQT6Z,B0002CZSJO,5.0,1372032000,0,0
A2XF1IANVPK7F,B0002CZSJO,5.0,1403913600,0,0
A22LLQ00V32YZJ,B0002CZSJO,5.0,1404691200,0,0
A56EP6FFRH1YT,B0002CZSJO,4.0,1250985600,157,161
AFUXETAHFUXFE,B0002CZSJO,5.0,1399852800,0,0
A1YA2BPU7CVNJD,B0002CZSJO,4.0,1365206400,0,0
A14PY68SX7D5DV,B0002CZSJO,5.0,1315612800,1,1
